temperature,rainfall,humidity,pressure,today_raining,tomorrow_raining
4.2,0.8,55.1,1000.0,1,0
22.1,2.77,33.2,1015.3,1,0
24.5,0.16,72.2,1005.2,0,0
16.9,3.94,71.4,1031.3,1,0
20.9,3.39,61.4,1002.9,0,1
37.2,2.9,55.2,1007.7,1,0
30.3,0.74,79.2,1027.2,1,0
17.6,3.46,40.3,997.6,1,1
12.2,0.4,44.5,1014.0,1,0
22.4,0.27,39.8,985.7,0,0
23.3,0.09,61.7,996.7,0,1
29.0,5.6,38.2,1018.7,1,1
20.7,0.74,46.3,998.1,0,0
29.1,4.99,45.9,1004.8,0,0
40.5,0.64,54.8,1020.4,1,0
31.5,4.76,30.3,1004.3,0,0
24.6,4.69,61.7,1025.3,0,0
23.5,5.15,84.9,1016.2,1,0
22.1,1.37,62.7,1019.5,1,1
34.4,4.02,90.8,1031.6,1,0
20.0,6.02,86.7,1017.8,1,1
25.4,0.78,75.6,1036.1,0,0
25.4,1.09,61.5,1026.7,1,1
21.0,2.54,60.5,1005.1,0,0
14.0,0.71,75.3,1032.4,1,1
27.6,2.8,52.2,1017.0,0,1
24.5,0.15,22.3,1007.1,1,0
29.0,1.48,69.8,1017.2,1,0
20.7,0.26,37.4,1029.7,0,0
34.8,0.69,40.8,1019.8,0,0
18.0,0.6,60.0,1040.3,0,0
38.7,3.65,58.1,1029.3,1,1
11.0,0.43,31.8,1020.8,0,0
28.5,3.31,63.3,997.6,0,0
28.8,3.16,79.3,1010.3,0,1
18.6,1.38,37.4,1014.1,0,0
28.4,0.53,85.4,1023.4,0,1
35.2,0.51,28.8,1022.6,0,0
7.3,1.25,100.0,1015.5,1,1
29.0,0.02,51.8,1014.8,0,0
5.1,1.52,62.9,1023.8,0,0
17.3,6.11,22.2,1000.1,1,1
38.0,0.34,58.8,1038.4,0,0
20.3,1.7,64.6,982.3,0,0
15.6,6.53,58.3,1034.8,1,1
23.4,3.94,48.7,1012.3,1,1
41.5,3.8,41.1,1028.0,0,0
10.3,3.45,82.6,1018.5,0,1
16.6,0.74,60.6,1018.2,0,0
37.0,4.43,90.8,1021.3,1,1
39.9,5.67,49.5,1025.1,0,0
24.2,1.37,51.3,1008.1,0,1
15.1,0.88,76.3,1028.5,1,1
41.8,1.07,27.5,996.7,1,1
37.8,0.81,35.7,1012.9,0,0
30.4,0.48,81.9,1025.5,1,0
18.5,1.93,36.6,1027.9,0,0
24.6,1.65,23.6,1019.9,1,0
23.7,1.24,97.4,1007.1,1,1
27.6,0.2,32.1,1026.5,0,0
36.6,3.19,63.7,1003.0,1,1
32.0,0.38,61.4,1039.3,1,0
16.4,0.24,3.8,1011.7,0,0
36.0,1.95,54.7,989.9,0,0
27.5,1.02,69.0,995.1,0,0
30.5,0.12,67.1,1013.7,1,0
36.7,0.88,78.1,1015.1,0,0
16.1,2.95,52.3,1042.5,0,0
24.7,1.91,74.3,997.4,1,0
20.7,0.9,46.2,1013.6,0,0
12.5,0.43,31.8,997.1,0,0
27.8,2.0,34.0,1005.6,0,0
45.1,4.37,30.8,1038.3,0,1
10.3,2.08,80.2,996.0,1,1
24.7,3.35,29.7,1021.8,0,0
30.1,1.47,65.5,1018.9,0,0
26.0,2.53,54.7,1012.6,1,1
24.1,4.53,57.9,1020.8,1,1
14.6,2.97,87.3,995.6,0,1
26.9,4.81,51.2,1037.8,0,0
18.9,1.13,72.2,1041.9,0,1
7.5,4.69,60.8,1013.7,0,0
34.6,1.94,57.0,1049.3,0,0
32.7,4.08,100.0,1007.0,1,1
25.4,0.08,31.2,1019.0,1,1
26.8,2.15,85.8,1034.5,0,0
33.6,3.77,73.1,1006.1,0,1
26.8,0.38,50.4,992.3,0,0
32.2,2.17,92.6,988.8,1,0
22.6,3.49,23.0,1043.9,1,1
35.5,0.68,49.6,1005.1,1,1
27.6,1.04,35.8,1010.2,0,0
26.6,1.69,68.2,996.3,1,1
14.8,1.46,37.7,1027.2,0,0
27.3,0.08,68.7,1001.3,1,0
18.3,0.21,56.3,1005.6,0,0
19.9,0.21,50.4,1017.5,0,0
18.5,0.61,67.8,997.0,0,1
16.5,0.56,54.6,1010.3,0,0
42.0,2.71,38.2,1034.0,0,0
35.7,1.7,100.0,1019.4,1,1
40.4,2.89,50.3,1015.0,1,0
15.2,0.14,15.6,1016.2,0,0
25.6,1.33,43.2,1007.2,0,0
14.7,0.78,34.7,1042.9,1,1
19.4,3.79,76.5,1000.8,1,1
17.7,2.46,66.4,1016.2,1,0
34.9,4.07,68.0,1014.7,1,0
21.8,0.1,52.6,1028.1,1,1
33.5,2.55,54.4,1029.5,1,1
29.8,1.55,52.6,1012.5,0,0
43.4,3.49,58.4,1017.4,0,1
13.2,1.42,76.7,1017.9,1,0
35.1,1.55,66.7,978.9,1,1
34.2,0.11,70.0,989.2,0,0
17.2,2.21,70.0,1003.9,0,1
33.1,0.64,77.7,1004.6,1,1
27.7,0.04,65.8,995.0,1,1
23.2,0.14,67.2,1024.2,0,0
18.4,6.31,83.8,1013.0,0,0
19.2,0.85,46.7,1009.8,0,0
41.4,4.05,42.9,994.2,1,0
25.0,6.42,36.3,1012.3,0,1
31.3,5.74,63.7,973.6,1,0
18.7,4.27,22.9,1010.6,0,0
18.8,4.5,69.2,1013.9,0,0
33.7,0.68,57.8,1016.6,0,0
14.2,0.33,82.7,989.5,1,1
21.7,2.04,46.6,1016.4,1,1
25.3,1.34,55.9,997.4,0,0
25.9,0.21,82.4,1000.8,1,1
23.6,2.26,87.7,1023.8,0,0
28.2,1.66,46.4,1043.2,1,1
30.5,3.98,63.6,1013.8,0,1
30.9,1.88,65.9,1000.7,1,0
17.1,1.71,67.5,1015.8,0,1
22.7,1.16,54.7,1027.1,0,1
34.6,1.24,85.6,1022.3,0,0
32.2,6.17,22.2,1054.1,0,0
14.0,0.3,51.6,1002.3,0,1
27.8,1.18,69.0,1016.8,1,1
9.2,2.13,69.1,1036.2,0,1
25.4,1.13,87.1,1035.3,0,0
40.2,0.67,84.0,983.7,0,0
17.4,0.68,54.3,1012.9,0,0
18.3,0.53,86.0,1035.3,1,0
31.1,0.84,45.7,1056.4,0,0
12.7,4.11,78.6,1023.6,1,1
19.9,1.41,96.2,1007.5,1,1
29.8,0.55,84.3,997.9,0,0
19.9,0.97,62.1,1046.3,0,1
23.1,0.22,53.4,1023.9,1,1
31.0,4.69,29.4,1000.3,1,0
28.4,1.05,66.2,1010.0,0,0
27.1,7.86,37.7,1017.7,1,1
22.3,0.85,44.1,1021.2,1,0
28.0,3.62,36.2,999.5,0,0
24.0,0.59,50.8,1003.8,0,0
28.7,0.16,59.4,988.2,0,0
21.0,0.06,65.5,1028.6,1,1
23.5,1.86,48.0,1007.9,1,1
17.1,0.75,81.4,1020.0,0,0
24.7,1.17,55.8,1034.3,0,0
18.5,3.41,44.2,1016.3,1,0
16.1,0.57,64.5,1011.3,1,1
27.1,0.74,99.3,1015.9,0,1
26.7,3.73,66.7,1013.9,0,1
31.3,1.36,52.7,1031.7,1,0
21.6,3.52,29.5,1017.7,0,0
28.3,0.94,55.6,1004.8,0,0
29.4,1.02,64.7,1028.7,0,0
28.6,0.37,52.2,1031.5,0,1
18.4,4.96,26.7,992.9,1,1
26.2,4.54,43.0,1036.0,1,1
27.9,8.3,89.1,1018.5,1,1
25.1,1.03,88.7,1017.2,1,1
8.3,3.41,42.3,1028.1,0,0
26.3,1.07,73.5,1004.5,1,0
42.7,1.21,36.4,1027.3,0,0
22.1,3.54,88.1,1007.3,0,1
19.2,0.39,64.9,990.9,0,0
28.0,0.5,79.0,998.0,1,1
27.5,0.76,25.7,1021.5,0,0
34.5,3.1,73.6,998.8,0,0
14.9,0.93,59.8,1037.2,0,0
30.9,0.89,77.0,1030.8,0,0
29.7,13.48,78.3,1033.0,1,1
23.9,0.97,61.3,1014.9,1,1
27.7,0.57,48.0,1016.9,0,1
33.2,1.95,75.6,995.1,1,1
32.0,3.24,58.8,1027.9,1,1
15.9,0.14,42.5,1018.7,0,0
31.6,1.93,41.6,1021.5,1,1
24.5,0.07,30.5,1038.3,0,0
25.6,1.49,49.8,1003.9,0,0
25.6,0.59,82.1,1011.1,1,1
23.8,0.73,63.6,1017.9,0,1
34.5,1.26,49.4,999.0,0,0
24.3,5.24,76.1,1010.2,0,1
16.0,2.48,43.4,1020.4,1,0
21.9,5.52,61.9,1008.1,0,0
26.4,2.16,56.4,1032.6,0,0
34.8,0.01,75.6,990.3,1,1
29.8,0.62,28.5,1029.8,0,0
18.2,4.72,43.0,1022.9,1,0
44.9,2.06,27.2,1004.5,0,0
27.1,8.0,54.8,999.1,1,1
35.2,0.34,84.2,981.8,0,0
23.8,0.7,49.9,1001.1,0,0
29.3,0.9,49.8,1028.7,0,0
31.7,0.79,77.4,1012.2,0,0
34.7,0.58,81.4,1030.4,1,0
33.5,1.17,58.2,1003.7,0,0
32.0,2.06,73.7,1023.6,1,0
22.5,0.75,38.5,1002.2,0,0
20.4,0.17,87.6,998.5,0,0
27.7,2.47,100.0,1011.4,1,1
32.5,1.23,70.4,1003.0,1,0
23.2,1.63,18.3,989.9,0,1
33.5,1.22,48.8,1010.3,0,0
36.6,4.42,72.3,1014.6,0,0
17.7,1.64,51.6,1032.0,0,1
18.3,5.14,85.4,1027.1,1,1
23.9,1.43,71.8,1031.3,1,1
27.5,0.69,45.9,1023.8,0,0
20.8,0.88,60.6,1018.0,1,0
35.8,1.48,42.1,994.6,1,1
28.4,1.51,56.3,1015.2,1,1
25.3,2.33,48.9,1022.0,0,0
13.5,0.51,83.5,1034.9,0,0
14.5,2.15,100.0,1023.3,1,1
27.2,3.02,31.4,1031.6,1,0
7.9,2.26,21.5,997.5,1,0
33.1,1.31,55.1,1008.1,1,1
23.7,9.58,29.6,1019.4,1,1
50.9,1.04,60.9,1030.4,0,1
43.5,0.23,75.0,1010.8,0,0
23.5,3.45,89.9,1011.8,1,1
24.1,0.48,64.0,1023.3,1,0
33.0,2.5,56.1,996.1,0,1
38.6,0.39,20.4,1037.1,0,0
11.9,0.03,60.5,999.8,1,1
10.7,0.35,61.4,984.2,0,0
20.0,0.95,72.8,1013.2,1,0
29.7,0.23,45.8,1038.5,0,1
29.0,0.44,51.3,1021.8,1,0
33.6,2.89,30.4,1024.3,0,0
15.4,2.94,14.2,1013.6,0,0
6.5,3.4,37.8,1010.7,1,1
31.9,3.68,28.6,989.8,1,1
18.4,1.09,66.7,979.1,0,0
8.9,4.04,49.6,1015.9,1,0
26.2,1.49,49.2,1032.7,1,1
31.3,1.27,40.3,1018.2,0,0
24.0,2.54,0.0,1022.4,0,0
21.3,0.48,90.2,1036.8,0,0
23.7,3.12,40.0,1017.9,0,0
22.0,1.12,51.8,1011.2,0,0
14.2,0.27,30.9,1000.7,0,0
19.3,0.25,79.4,1043.3,0,0
29.2,0.36,62.9,1020.9,0,0
27.6,4.42,43.5,998.8,0,1
26.3,9.41,52.2,995.4,1,1
17.0,0.88,93.6,1031.8,0,0
23.5,0.69,58.5,997.4,0,0
7.6,0.49,56.4,1040.8,0,0
26.4,3.47,41.2,971.7,1,1
36.4,0.47,22.1,1034.3,0,0
13.2,5.16,56.8,1020.3,1,1
20.3,2.2,66.5,1014.8,0,0
27.6,4.55,82.0,1010.4,0,0
35.0,1.61,15.0,1041.4,0,0
21.4,2.35,37.5,1023.6,0,0
19.5,1.93,48.4,999.5,1,1
9.2,3.56,59.9,987.2,0,1
25.8,3.61,57.1,1015.7,0,1
41.3,1.78,57.6,1013.0,1,1
27.2,2.0,68.2,990.2,0,1
24.8,5.1,41.9,1012.2,1,0
27.6,5.31,78.7,1004.4,1,1
24.9,2.18,68.7,1013.1,0,0
18.5,0.02,53.6,1023.9,0,0
31.6,0.22,92.0,1035.4,1,0
26.8,3.9,91.1,1026.6,1,1
25.1,0.18,78.7,1002.2,0,1
17.2,0.48,0.0,1018.5,0,0
35.4,0.52,91.6,1013.9,1,0
30.3,1.83,75.9,993.0,0,0
20.6,1.72,100.0,1019.0,1,0
33.0,0.68,84.7,1040.9,0,0
21.0,0.47,91.6,1013.5,0,0
18.7,2.89,77.6,989.1,0,0
18.9,5.48,87.0,1013.5,0,1
10.8,0.11,99.9,994.8,1,1
28.8,0.29,64.3,1026.0,0,0
10.4,2.06,28.6,1020.9,1,1
15.2,3.26,53.9,1010.4,1,0
8.4,3.13,67.8,1008.0,1,1
24.3,2.54,61.5,1009.8,0,1
23.8,4.37,35.1,1013.1,0,0
22.4,0.49,27.4,1001.4,1,1
16.7,0.23,45.2,992.2,0,1
15.6,1.91,76.2,1030.1,1,1
28.7,3.46,91.6,1007.2,1,1
20.6,1.74,78.3,1015.5,1,1
27.5,6.59,81.1,1017.3,1,1
17.9,3.18,58.4,1017.8,0,0
26.4,2.41,25.2,995.4,0,0
35.4,0.12,50.9,987.9,0,0
29.7,0.23,54.8,1004.2,0,0
21.7,3.07,50.1,1018.9,1,1
27.1,0.44,61.1,1002.1,0,0
23.1,0.06,68.8,1007.7,0,1
25.1,4.83,77.1,1044.9,1,1
22.4,4.43,54.4,985.3,1,1
23.7,0.49,21.9,1001.7,0,0
26.7,3.03,50.3,1041.4,0,0
17.1,0.1,60.9,1012.3,0,0
16.9,0.67,84.5,1002.4,0,1
13.9,1.95,48.6,1030.5,0,0
12.2,2.88,70.3,1013.8,0,0
15.3,0.02,65.8,1007.8,0,0
26.3,0.79,60.9,1015.9,1,1
17.9,0.48,78.6,1003.1,0,0
29.1,13.42,46.8,997.7,1,1
25.3,2.22,48.5,1011.3,1,1
9.3,1.04,59.8,997.8,0,1
30.2,0.16,47.2,1013.2,0,1
31.5,1.83,70.2,1018.3,0,0
17.0,2.05,45.7,1025.8,1,1
28.4,3.39,64.5,1029.9,1,0
18.1,0.68,58.0,1006.9,1,1
25.8,7.97,64.3,1020.5,0,0
14.9,1.16,50.8,1020.4,1,0
10.7,0.7,53.2,1017.9,1,0
21.9,0.86,61.9,1005.8,0,0
24.0,1.47,64.0,997.6,0,0
21.8,5.52,59.9,1020.5,0,0
15.5,2.66,94.1,987.4,0,1
21.8,1.72,40.2,1009.0,0,0
27.2,0.36,58.7,974.7,0,0
24.6,0.32,28.5,993.0,1,1
26.5,1.4,67.4,999.8,0,0
19.6,2.61,37.7,1029.5,0,0
34.4,2.78,54.4,1023.3,1,0
15.6,0.51,52.6,1004.7,0,1
28.9,0.21,65.6,1023.9,0,0
34.5,0.97,48.9,1026.3,1,0
28.8,5.01,48.1,1010.6,0,0
23.4,1.58,88.7,992.2,0,1
20.8,0.77,65.7,1009.9,1,1
33.3,0.78,48.8,1011.5,1,1
13.6,0.28,55.0,994.5,1,1
17.2,1.28,92.9,1018.5,0,0
21.8,3.13,55.3,1017.2,1,0
34.9,6.92,46.2,1019.7,0,0
28.0,1.39,46.3,1017.2,0,0
17.3,0.37,49.0,1023.9,0,0
22.5,2.3,48.1,1010.3,0,0
20.1,2.83,34.4,1016.0,0,0
19.3,0.15,37.5,1007.0,0,1
32.8,3.8,43.4,1004.2,1,1
14.0,3.54,71.8,1033.1,0,1
37.9,1.28,52.4,982.3,1,1
31.6,1.64,55.9,1026.2,0,0
33.7,2.5,85.4,1003.7,1,1
21.3,2.26,85.9,1001.7,0,0
23.8,0.03,54.4,1016.9,0,1
13.5,0.26,47.4,990.7,1,1
20.8,0.35,42.7,1000.8,1,1
28.9,2.82,73.9,1000.3,0,0
35.4,1.16,55.9,1009.7,1,1
16.1,1.58,52.3,1000.9,0,0
22.1,2.96,43.7,1037.0,0,0
23.8,0.83,44.6,1040.0,0,1
13.8,2.76,66.4,982.7,0,0
29.7,1.17,33.7,1021.2,0,0
19.2,0.95,79.9,1025.9,0,0
23.4,0.81,49.3,1021.1,1,0
21.4,6.7,57.0,1003.1,1,0
18.7,2.96,33.3,1009.3,0,0
24.9,0.04,59.8,1001.8,0,1
23.3,6.31,53.4,1006.7,1,0
22.0,2.99,59.0,994.9,0,1
19.2,0.32,89.4,1011.3,0,1
27.6,0.16,63.6,990.5,1,1
38.2,0.74,44.1,1010.0,0,0
26.1,1.96,45.8,994.3,0,0
33.0,1.92,71.9,1016.1,0,0
13.9,0.65,86.0,1002.8,1,0
26.3,1.18,65.6,1017.4,1,0
16.2,0.48,73.8,1029.2,1,1
13.2,0.1,72.2,1036.8,1,1
19.1,1.46,88.4,975.1,1,1
34.5,0.85,21.0,1000.5,0,0
32.6,1.57,73.3,1008.5,0,0
26.9,5.86,79.7,1019.9,1,1
12.7,0.31,33.2,988.2,0,0
23.4,0.0,42.3,998.3,0,0
27.4,0.16,43.0,1015.0,0,0
26.4,1.24,45.4,1014.3,0,0
10.2,2.45,50.4,1018.7,0,0
17.9,1.74,64.9,1019.7,1,0
24.5,1.37,77.3,1018.1,0,0
29.3,0.87,81.6,1015.9,1,1
7.4,0.74,43.2,1013.8,0,1
23.7,0.94,43.1,1023.0,0,0
26.1,1.89,86.3,979.4,1,1
31.8,0.37,72.9,1036.2,0,0
30.5,2.95,61.7,979.9,0,1
29.7,1.71,69.5,996.8,0,0
18.6,0.63,59.4,1009.6,0,0
9.7,1.39,70.5,1023.1,1,1
21.9,6.58,53.3,968.1,1,1
33.0,0.04,65.4,1012.6,0,0
36.1,0.45,29.8,1024.9,0,0
30.7,1.19,46.2,1027.9,0,0
28.4,2.03,46.5,1002.5,0,0
28.0,0.48,52.5,1008.5,0,0
20.6,5.36,41.5,1003.8,1,1
24.0,2.06,49.3,1007.1,0,0
38.4,4.2,29.7,997.5,0,1
17.5,0.8,71.0,999.7,0,1
37.9,3.53,58.3,1019.5,0,0
22.4,0.95,25.9,1015.0,1,1
35.6,0.58,43.3,1020.4,0,0
13.7,4.85,66.7,1016.2,1,1
29.7,0.19,49.1,1023.6,1,0
19.1,5.73,46.1,1026.2,0,0
13.7,1.23,58.5,986.9,0,0
26.7,9.82,66.9,1000.2,1,1
33.1,1.55,31.3,1009.5,0,0
18.2,2.83,71.0,1012.7,1,0
13.0,0.01,44.0,1002.9,0,0
24.3,1.37,59.6,1026.7,0,0
24.3,2.67,59.3,1042.7,0,1
29.4,3.05,49.5,1015.8,0,0
32.6,0.34,39.5,1014.3,0,0
24.5,1.09,54.3,1025.7,0,0
39.8,1.09,92.5,985.0,1,0
26.8,0.22,32.8,1013.4,0,0
22.2,1.17,93.8,1027.7,0,0
12.1,3.29,54.8,1003.4,1,1
22.9,0.71,60.7,994.6,1,1
22.3,1.13,38.3,1010.2,1,0
32.7,6.49,44.6,1012.1,0,0
28.7,0.06,49.9,999.4,0,0
15.6,1.79,39.1,1044.4,0,1
26.4,2.72,55.8,1005.8,1,1
30.4,2.86,51.9,995.7,1,0
37.2,2.52,97.0,1011.6,0,0
32.1,2.59,36.7,1026.6,0,0
31.1,0.12,62.1,1013.3,0,1
25.5,1.53,65.0,1020.3,1,1
28.1,3.06,38.6,999.9,1,1
35.0,0.2,73.7,1035.3,1,1
14.3,0.02,52.0,1021.4,0,0
22.2,3.37,10.2,1028.7,0,1
18.8,2.49,73.2,1018.5,0,0
28.0,1.06,37.7,1025.4,1,1
34.8,5.64,39.0,999.9,1,0
20.2,2.91,73.8,1005.6,1,1
5.9,6.88,53.1,1033.2,0,1
21.7,5.3,78.4,1036.4,1,1
32.3,1.31,84.2,995.8,0,0
29.3,2.81,47.1,1016.7,0,1
28.4,2.21,75.9,1006.5,1,1
22.8,3.34,44.9,1002.5,1,1
14.8,3.1,100.0,1017.3,1,1
29.1,0.33,46.1,1030.1,0,0
18.3,0.53,80.5,1019.8,1,1
42.5,0.62,76.9,1008.2,0,0
29.6,3.41,66.3,1020.7,0,0
20.4,3.33,46.6,1007.6,1,0
20.1,1.37,57.0,1019.2,0,0
24.3,1.74,16.9,1033.9,0,0
23.1,3.51,64.5,981.8,0,0
33.9,0.75,67.0,1025.0,0,0
26.5,0.1,62.7,989.9,1,1
19.1,1.32,0.5,1031.4,0,0
40.1,4.9,34.7,1003.4,1,1
25.4,3.13,45.0,994.7,0,0
31.2,0.91,65.8,1023.4,1,1
20.1,0.13,65.8,1018.5,0,0
27.9,2.03,56.6,998.0,1,1
27.5,3.6,72.7,994.2,0,1
9.9,2.19,39.5,1010.2,0,0
41.1,1.11,72.2,994.9,0,1
35.3,0.26,69.5,997.1,1,0
21.8,4.83,67.6,1014.7,1,1
16.2,0.65,56.4,998.5,0,1
27.8,0.51,96.6,1019.4,0,0
25.7,3.39,69.9,1035.4,1,1
27.8,7.95,40.6,1010.8,1,1
26.5,2.16,65.0,1015.0,1,1
29.0,1.96,75.0,1043.3,1,0
36.6,0.77,48.2,995.2,0,0
29.5,0.04,81.8,1030.9,0,0
16.6,0.43,67.6,1029.1,1,0
35.9,1.76,13.2,1025.8,0,0
38.1,0.33,66.0,1032.4,1,0
50.2,4.31,51.9,1017.2,0,0
16.0,0.42,70.7,1004.3,1,1
26.9,1.48,78.9,1029.4,0,1
8.3,1.43,63.9,1030.0,1,1
29.4,1.85,93.3,1029.6,1,1
20.6,0.79,56.4,1013.7,0,0
40.4,4.14,72.5,1002.3,1,1
18.8,1.18,76.1,1015.9,0,0
11.5,2.41,58.1,1027.1,0,1
21.2,2.02,75.6,1028.4,1,0
9.2,0.25,48.1,1006.6,1,0
31.0,1.95,51.5,1017.7,0,0
8.5,1.6,33.8,993.4,0,0
25.2,4.58,64.8,1027.8,0,1
8.4,4.26,66.5,1001.3,1,1
22.4,0.33,83.6,1024.8,0,0
38.1,0.17,75.8,995.8,0,1
27.9,0.7,54.3,1028.5,0,1
18.1,8.63,36.4,1017.8,1,1
24.8,0.04,68.7,1001.3,1,1
25.1,2.23,82.2,1023.4,1,1
28.8,1.88,75.1,1004.1,1,0
14.1,2.08,81.7,1024.2,1,1
29.7,0.49,55.8,1008.9,0,0
3.4,0.51,50.7,987.2,0,1
20.0,1.13,45.3,998.3,1,1
21.1,0.2,58.9,1006.5,0,0
30.1,0.16,58.4,1033.5,0,0
25.2,0.19,64.1,1026.5,0,1
13.8,1.7,57.4,1037.4,0,0
17.1,1.01,57.3,1037.8,0,1
26.6,0.7,44.5,1005.0,0,0
24.4,0.76,78.8,1010.2,0,0
20.4,0.46,61.5,1006.8,1,0
21.2,1.06,56.5,1002.9,0,0
30.6,0.45,45.1,985.4,1,1
20.9,2.39,33.4,1012.8,0,0
24.3,0.26,86.2,993.7,0,0
42.4,5.92,71.1,1012.5,0,0
13.6,0.19,27.5,1044.7,0,0
10.2,5.75,75.3,1005.4,1,1
31.3,3.58,78.4,1015.9,0,0
19.6,2.28,62.5,1026.6,1,0
22.5,4.87,92.0,1017.2,1,1
18.8,0.3,64.3,1017.4,0,0
22.9,0.39,31.7,1007.6,0,0
37.8,0.58,67.3,1009.5,1,0
31.4,0.56,64.9,998.6,1,0
31.9,0.74,47.9,1025.7,1,0
13.7,1.71,71.5,986.9,0,0
15.8,0.06,26.6,1027.6,1,0
2.3,0.96,79.8,991.9,0,1
18.5,0.57,42.4,1027.4,0,0
32.7,1.87,40.3,1007.7,0,1
29.1,8.42,57.7,994.5,0,1
23.2,1.46,68.7,1021.7,0,0
24.8,1.11,63.3,1026.9,0,0
19.5,0.92,45.1,1006.4,1,0
26.6,3.07,49.9,1023.8,1,1
31.1,0.15,37.3,978.7,0,0
12.1,6.43,55.5,993.2,0,0
27.4,1.08,81.5,1032.4,1,1
32.5,0.75,59.9,1009.6,0,0
21.7,7.3,77.2,985.1,1,1
30.6,5.49,89.1,1002.5,1,1
47.5,2.05,48.2,999.1,0,0
24.2,0.04,56.3,1010.5,0,0
28.1,2.76,100.0,1007.4,1,1
19.1,0.82,88.9,1015.7,1,1
26.5,0.98,26.6,1012.0,1,1
28.7,0.35,67.7,1033.4,0,1
26.6,1.48,60.0,1019.4,1,0
16.8,2.73,76.5,1019.9,0,1
26.7,0.64,45.1,1030.5,0,1
36.7,5.59,43.2,1007.2,1,0
28.6,0.43,46.5,994.1,1,0
32.7,0.14,48.6,1031.1,0,0
23.1,2.07,76.3,1015.0,1,0
31.0,3.79,36.4,1015.1,0,0
27.2,6.12,47.5,1003.5,1,0
17.4,2.91,24.2,1003.7,1,0
27.5,0.45,80.1,1025.7,1,0
17.1,7.6,85.4,1027.8,1,1
19.9,5.04,53.5,1024.8,0,1
26.5,0.36,54.0,1024.9,0,0
27.4,1.64,69.1,1021.5,1,1
15.5,1.62,89.5,1015.0,1,0
33.4,1.17,68.2,1010.4,0,0
29.6,8.31,46.0,1031.2,0,0
19.4,0.12,27.6,1007.4,0,0
12.7,1.97,37.7,1018.5,0,0
23.8,0.46,61.5,1000.9,0,0
21.4,1.5,46.9,1003.1,0,0
25.9,3.03,63.9,1009.5,0,1
22.1,0.57,48.9,1000.9,0,0
8.9,1.0,38.8,1025.0,0,0
21.9,6.02,36.5,992.8,0,1
22.6,2.87,91.2,1014.5,1,1
30.1,1.7,77.8,1015.0,0,0
19.4,0.5,94.6,985.8,0,0
38.4,1.11,70.8,1006.4,0,1
9.7,2.97,51.4,1016.8,1,1
35.5,3.44,86.5,1019.4,1,0
23.2,0.56,59.3,1009.9,1,1
31.9,2.17,64.4,1023.2,1,1
25.6,0.2,59.1,1011.4,0,0
34.1,0.05,1.1,1013.2,0,0
21.9,1.59,92.1,1016.8,0,0
16.2,0.51,69.8,1026.9,1,1
36.4,0.16,66.6,1002.9,0,0
24.1,2.62,58.8,1005.7,0,0
26.8,1.38,63.3,1003.0,0,1
34.9,3.18,48.1,1008.0,1,1
16.7,2.18,72.3,1034.4,1,0
29.8,2.62,33.9,1021.6,0,0
20.3,0.73,63.7,996.0,0,0
23.9,0.61,71.2,1004.0,0,0
25.6,1.84,56.0,1018.6,1,0
13.0,0.45,67.4,999.4,0,0
18.8,3.38,40.2,1002.1,1,1
35.8,1.48,40.7,1033.2,0,0
32.1,0.51,64.7,1003.8,1,0
24.5,1.96,73.6,1027.3,0,0
26.9,5.8,22.5,1031.8,1,1
22.6,0.17,70.4,1002.0,0,0
35.9,0.23,49.1,999.7,1,1
23.4,3.71,56.1,1008.9,0,0
26.9,0.23,33.2,996.7,0,1
34.2,0.08,43.0,1014.8,0,0
18.8,0.86,79.3,1009.9,0,0
37.5,1.26,60.7,1018.4,0,0
12.8,1.69,52.3,1034.0,0,0
38.0,1.42,57.7,1025.3,0,0
22.0,4.89,69.8,1020.3,1,1
23.1,2.93,68.8,983.5,0,0
9.9,8.25,58.5,1019.7,1,0
21.4,1.29,81.9,1038.8,0,0
16.7,0.18,79.4,967.8,0,1
20.1,6.23,68.3,1023.3,1,1
23.9,0.01,61.1,1010.6,0,0
32.7,2.99,73.1,1000.3,0,1
26.7,0.06,66.3,1025.0,0,0
27.5,2.86,81.2,1038.6,0,1
16.2,5.56,78.0,1024.6,1,1
18.0,0.99,39.6,1007.4,1,1
39.4,0.55,38.3,998.8,0,1
19.1,0.51,46.0,1015.2,1,0
38.2,1.35,79.5,1026.1,0,0
23.1,0.37,28.5,1007.2,0,0
25.0,2.24,67.9,1008.6,0,0
33.6,0.92,67.3,1055.3,0,1
35.2,0.78,83.3,1029.2,0,0
24.1,1.24,63.6,1030.3,0,0
21.9,1.56,33.1,991.1,1,1
24.6,0.31,40.8,1002.4,0,0
27.7,2.46,36.4,1014.1,0,0
32.1,4.29,49.2,998.0,1,1
25.0,0.65,56.3,1037.0,1,1
30.0,0.4,36.7,1034.2,0,0
38.1,2.86,89.4,1005.0,0,1
28.1,0.41,33.5,1039.8,0,0
27.5,0.08,86.9,1012.9,0,1
12.8,1.93,83.7,1051.8,1,0
4.0,0.55,78.0,1015.2,0,1
28.1,0.38,46.1,1021.6,0,0
24.2,7.99,66.8,1034.0,1,1
20.9,0.69,34.5,1032.2,0,0
26.9,4.68,78.2,1020.7,1,1
24.5,0.39,58.5,1010.9,1,0
34.0,3.42,51.8,1020.7,1,1
